Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure/Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,satisfaction
0,0,37,1,2,696,5,4,4,3,5,4,5,5,5,2,5,5,5,5,1
0,0,24,1,0,589,4,5,4,5,4,4,4,4,3,4,5,5,4,4,0
1,1,42,1,2,1595,4,4,4,4,5,5,5,4,4,4,4,3,4,5,1
1,1,20,1,2,1491,5,5,5,5,4,4,4,4,4,2,5,3,4,4,1
0,1,47,1,2,1562,3,3,3,3,3,4,5,5,5,5,5,5,5,3,1
0,1,57,1,2,201,0,5,0,3,2,1,4,5,5,3,3,4,5,5,1
0,1,19,0,0,621,3,4,3,4,3,3,3,3,5,4,5,5,5,3,0
1,1,63,0,0,304,3,4,3,3,2,5,5,4,4,3,5,5,4,3,0
0,1,26,0,0,607,3,4,3,4,2,3,2,2,3,5,5,4,5,2,0
0,1,43,1,0,643,5,2,2,2,4,5,4,4,1,1,2,5,3,4,1
0,0,44,1,0,308,4,4,4,2,4,4,4,4,4,4,1,4,3,4,1
0,0,68,1,0,238,3,1,3,4,4,3,4,4,2,5,4,2,4,4,0
0,1,56,1,2,1855,1,1,1,1,2,4,4,3,3,3,3,5,3,4,1
0,1,36,1,2,3147,5,5,5,5,4,5,3,5,5,5,5,4,5,1,1
1,1,52,0,0,550,2,3,2,3,1,1,4,2,2,2,2,5,2,1,0
1,1,53,1,2,486,1,1,1,1,5,4,4,5,5,5,5,3,5,4,1
0,0,39,1,0,1040,3,3,3,2,2,3,3,2,5,2,5,4,2,2,0
1,1,47,1,2,255,2,2,2,2,5,4,5,4,4,4,4,4,4,4,1
0,1,54,1,0,347,5,2,4,2,5,5,5,5,3,4,3,3,3,5,1
0,1,51,1,2,1723,2,2,2,2,4,4,4,5,5,5,5,5,5,5,1
1,0,50,1,0,526,4,2,4,3,5,4,5,5,4,2,2,2,3,5,0
0,1,31,0,0,229,2,4,2,1,1,2,1,1,5,3,5,3,5,1,0
0,0,34,1,2,391,3,3,3,2,1,3,1,1,4,5,4,4,5,1,0
0,1,24,0,0,647,3,3,3,3,3,3,3,3,4,2,4,4,3,3,0
0,1,39,1,2,528,2,2,3,2,2,5,5,5,5,5,5,4,5,4,1
1,1,22,1,2,2652,2,2,2,2,4,4,4,4,1,3,3,3,3,4,1
1,0,33,1,0,212,3,4,3,3,3,3,3,3,2,2,3,4,4,3,0
1,1,22,1,1,989,4,3,4,3,4,4,3,4,5,4,2,3,1,4,1
0,1,28,0,0,922,3,4,3,1,4,3,4,4,5,2,4,5,4,4,0
1,1,56,0,0,1121,2,2,3,4,1,4,3,5,5,3,5,4,5,4,0
0,1,67,0,0,2276,3,2,3,4,3,4,4,4,4,2,4,4,1,4,0
1,1,34,0,0,197,1,4,1,4,2,1,2,2,3,5,4,4,5,2,0
0,1,46,0,0,577,3,5,3,3,4,3,4,4,4,5,5,4,5,4,0
1,1,43,1,2,328,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1
1,1,53,1,2,2472,2,2,2,2,5,4,5,5,5,5,5,5,5,4,1
1,1,49,1,1,674,2,2,2,2,3,2,4,2,2,2,2,5,2,5,1
0,1,57,0,0,277,2,3,3,4,1,3,1,1,4,3,4,5,4,1,0
1,1,23,1,2,3012,1,4,4,4,1,1,1,1,1,4,2,3,2,1,0
0,1,48,1,0,417,3,1,1,1,3,3,3,3,1,5,4,2,4,3,0
0,1,40,0,0,533,3,2,3,3,2,3,2,2,2,2,4,4,3,2,0
1,1,31,1,2,2904,2,2,2,2,5,5,5,5,5,5,5,3,5,5,1
0,1,36,1,2,2332,1,2,1,1,5,5,3,4,4,4,4,5,4,3,1
1,1,41,1,2,599,3,3,3,3,3,4,5,5,5,5,5,5,5,4,1
0,1,37,1,0,432,5,3,3,3,5,5,5,5,1,3,1,3,1,5,1
0,0,27,1,2,1121,3,3,3,3,3,3,3,3,2,5,3,2,1,3,0
0,1,7,0,0,296,1,1,1,4,1,1,1,1,3,4,3,2,4,1,0
1,1,33,1,2,1491,5,5,5,5,2,5,4,4,4,5,4,3,4,3,1
1,1,35,0,2,795,3,5,3,4,5,5,5,2,2,3,2,4,2,4,0
1,1,18,0,0,650,3,3,3,2,5,3,5,5,5,5,3,4,1,5,0
1,1,15,0,0,594,1,5,1,5,3,1,2,3,2,3,1,3,3,3,0
1,1,61,1,2,231,0,0,0,5,1,1,1,5,5,5,5,2,5,2,1
1,1,40,1,2,3711,4,4,4,4,2,4,5,4,4,4,4,5,4,4,1
1,1,55,1,2,2996,3,1,1,1,4,3,3,3,3,3,3,4,3,2,0
1,1,65,0,0,829,2,4,2,2,2,5,4,3,3,2,5,5,3,3,0
1,1,70,0,0,228,3,1,3,3,2,3,3,2,2,3,2,3,2,3,0
1,1,55,0,0,899,3,4,3,3,1,2,2,3,3,3,3,5,3,3,0
0,0,43,1,2,624,3,3,3,3,4,3,4,4,3,3,4,3,4,4,0
1,1,9,0,1,157,2,4,0,3,3,0,2,3,4,2,4,4,5,3,0
0,1,13,0,0,1249,2,5,2,1,1,2,1,1,4,2,4,3,4,1,0
1,0,41,1,2,641,4,4,4,3,4,4,4,4,2,5,3,3,3,4,0
0,1,69,0,0,300,3,5,3,1,4,3,4,4,3,2,2,5,3,4,0
1,0,27,1,0,987,2,2,2,1,5,2,5,5,1,5,1,2,2,5,0
1,1,46,0,0,2688,2,5,2,5,2,3,3,4,2,5,5,3,4,3,0
1,1,43,0,0,1576,2,5,2,4,2,5,5,1,1,2,1,5,1,5,0
0,1,52,1,0,1635,4,2,2,2,4,4,4,4,4,4,1,3,3,4,0
0,0,29,1,0,550,4,2,4,2,3,4,3,3,4,4,2,2,3,3,0
1,0,24,1,0,216,3,4,3,3,3,3,3,3,2,4,4,2,4,3,0
0,1,54,1,2,2205,3,3,3,3,3,5,4,4,4,5,4,5,4,5,1
1,1,23,1,2,1428,2,2,2,2,4,4,4,4,4,5,4,3,4,4,1
0,1,31,1,2,1497,4,4,4,4,4,4,4,4,5,2,5,5,4,4,1
1,1,61,1,2,2793,3,1,1,1,5,3,3,3,3,3,3,4,3,2,0
0,1,56,1,2,2544,4,4,4,4,4,4,5,2,2,2,2,5,2,3,1
1,1,22,1,1,1747,4,5,5,5,4,4,5,4,5,3,1,4,1,4,1
0,1,46,1,2,383,1,1,1,1,2,4,5,4,4,4,4,5,4,3,1
0,0,40,1,2,1176,5,5,5,4,5,5,4,5,4,5,3,2,5,5,1
1,1,18,0,0,489,4,3,3,3,3,3,3,3,4,3,3,3,4,3,0
1,0,25,1,0,1249,5,5,5,1,1,5,1,1,5,1,4,3,3,1,1
0,1,44,1,2,74,4,4,4,4,5,4,5,5,5,5,5,5,5,5,1
0,1,49,1,2,2873,5,5,5,5,3,4,4,5,5,5,5,4,5,5,1
0,0,22,1,0,536,3,3,3,1,4,3,1,4,2,3,2,4,1,4,0
0,1,54,0,0,696,2,4,2,1,5,2,5,5,4,4,4,5,5,5,0
0,1,50,1,2,2303,3,5,3,3,2,4,5,5,5,5,5,3,5,3,1
0,1,63,1,2,2756,2,2,2,2,4,5,4,4,4,4,4,3,4,3,1
1,1,33,0,0,476,1,3,1,5,4,1,4,4,2,2,4,3,4,4,0
0,1,24,0,0,967,1,4,1,3,2,1,2,2,5,1,1,2,3,2,0
0,1,28,0,1,1025,4,4,4,2,4,4,5,4,5,2,4,3,4,4,1
0,1,31,1,1,230,0,0,0,4,3,0,3,3,2,5,2,2,4,3,1
1,0,79,1,0,102,2,2,2,3,3,2,3,3,2,2,4,2,3,3,0
0,1,24,1,0,666,4,2,2,2,4,4,5,4,1,1,5,5,5,4,1
0,1,55,1,2,1121,4,4,4,4,3,4,4,4,4,4,4,5,4,5,1
1,1,54,0,0,680,4,4,4,2,4,5,5,2,2,4,2,5,2,4,0
0,0,20,1,0,436,2,1,2,3,5,2,5,5,1,1,4,3,4,5,0
0,1,38,1,2,1731,0,0,0,2,1,4,5,4,4,4,4,4,4,4,1
0,1,16,0,0,589,3,5,3,1,2,3,2,2,5,3,5,4,4,2,0
1,1,29,0,0,1050,5,5,5,4,4,5,4,4,4,5,4,3,5,4,1
0,1,55,1,2,3117,4,4,4,4,5,4,4,5,5,5,5,5,5,4,1
1,1,44,1,0,419,1,4,4,4,1,1,1,1,1,1,1,4,1,2,0
1,1,26,1,0,2277,5,2,2,2,5,5,5,5,3,3,4,2,5,5,1
0,0,41,1,2,335,3,3,3,1,5,3,5,5,4,2,4,3,5,5,0
1,1,51,1,2,281,2,2,2,2,4,5,4,4,4,4,4,3,4,4,1
0,0,40,1,0,799,1,1,1,3,5,1,5,5,1,2,3,3,4,5,0
1,1,21,0,2,1449,2,3,2,3,1,2,1,1,2,2,3,4,4,1,0
0,1,51,1,2,1726,3,3,3,3,2,4,4,5,5,5,5,3,5,3,1
0,1,54,1,2,3091,2,2,3,2,4,5,5,5,5,5,5,5,5,3,1
0,1,46,1,2,361,3,3,3,3,4,4,5,5,5,5,5,3,5,5,1
1,1,54,0,0,484,4,0,4,4,5,4,5,4,4,4,5,3,4,4,1
0,1,43,1,2,2288,2,2,2,2,2,5,4,3,3,4,3,5,3,3,1
1,1,59,1,2,632,3,3,3,3,3,5,5,4,4,4,4,4,4,3,1
0,1,50,1,0,862,4,4,4,4,4,4,4,4,4,3,2,3,5,4,1
1,1,48,1,2,2007,5,5,5,5,4,3,4,3,3,4,3,4,3,5,1
1,1,9,0,0,1464,4,5,4,3,4,4,4,4,3,3,4,4,5,4,0
1,1,43,1,1,570,2,1,1,1,1,3,3,1,1,2,1,4,1,4,0
0,0,34,1,0,1217,3,3,3,3,3,3,3,3,5,5,5,5,4,3,0
0,1,47,1,1,200,2,5,5,5,2,2,2,2,3,1,4,3,2,2,1
0,0,24,1,0,888,3,3,3,1,4,3,4,4,4,5,4,3,4,4,0
1,0,36,1,0,308,3,0,3,4,4,3,4,4,1,4,1,3,1,4,0
1,1,65,1,2,2943,3,3,3,3,2,4,5,2,2,2,2,5,2,3,1
0,1,43,1,2,308,2,2,2,2,1,3,4,2,2,2,2,2,2,1,0
1,0,26,1,2,432,4,4,4,3,2,4,2,2,4,4,5,5,5,2,1
1,0,30,1,2,912,3,3,3,2,4,3,4,4,3,3,4,3,4,4,0
0,1,40,0,0,447,2,4,2,3,5,2,5,5,5,5,4,3,4,5,0
0,1,40,0,2,1846,2,2,2,1,1,1,2,5,5,2,5,3,5,1,0
0,1,42,1,2,3550,3,3,3,3,2,5,4,3,3,3,3,3,3,3,1
0,1,58,1,2,1834,5,5,5,5,5,4,4,4,4,4,4,3,4,4,1
0,1,65,0,0,1587,3,4,3,2,2,3,2,2,4,5,4,5,4,2,0
0,0,25,1,0,151,4,2,4,3,1,4,1,1,1,1,3,4,3,1,0
0,1,26,1,2,1258,1,1,1,1,4,4,4,4,3,2,4,5,4,4,1
0,0,46,1,2,1488,2,2,2,5,1,2,3,1,5,3,4,5,5,1,1
0,1,55,1,1,402,5,4,4,4,4,5,4,4,2,4,5,3,3,4,1
0,1,43,1,2,1276,2,2,3,2,4,4,5,4,4,4,4,5,4,5,1
1,1,46,1,2,1846,2,2,2,2,5,5,5,2,2,2,2,3,2,5,1
0,1,31,1,2,592,5,5,5,5,5,4,5,5,5,2,5,5,5,5,1
1,0,36,1,0,262,1,2,1,2,1,1,1,1,2,1,2,4,3,1,0
0,1,27,1,2,2157,2,2,3,2,5,5,5,5,5,4,5,4,4,5,1
0,1,45,1,2,604,4,4,4,4,5,4,4,5,5,5,5,5,5,5,1
0,1,30,1,2,946,4,4,4,4,4,4,4,4,4,5,5,4,5,4,1
0,1,40,0,0,296,5,5,5,4,3,5,3,3,3,2,5,4,4,3,1
1,1,49,1,2,372,3,3,2,3,5,5,5,5,5,5,5,5,5,4,1
1,1,19,1,0,305,1,5,5,5,1,1,1,1,1,3,3,4,2,1,0
0,1,31,1,2,507,3,3,1,3,3,3,3,3,4,4,4,3,4,3,1
0,1,49,1,2,1788,1,1,1,1,4,5,4,3,3,3,3,5,3,5,1
0,0,27,1,1,109,2,2,2,4,2,2,2,2,2,4,3,5,4,2,0
1,1,36,0,0,473,1,2,1,3,5,1,5,5,3,2,4,2,3,5,0
0,1,45,1,1,376,4,2,2,2,4,4,4,4,3,4,2,5,4,4,1
0,1,32,1,2,3307,2,2,2,2,2,2,2,2,1,4,3,2,3,2,0
1,1,49,1,2,2432,4,4,4,4,4,5,4,2,2,2,2,3,2,5,1
0,1,39,1,1,594,3,2,2,2,3,3,3,3,4,3,2,3,1,3,1
1,1,46,0,0,461,1,5,1,3,5,5,4,5,5,1,2,4,5,3,0
1,1,25,1,2,2496,3,4,4,4,3,3,3,3,1,5,4,4,4,3,0
1,1,56,0,0,548,2,5,2,1,2,4,4,5,5,2,5,3,5,5,0
0,1,29,0,1,181,1,2,1,3,3,1,4,3,3,3,3,3,3,3,0
0,1,27,0,0,354,4,1,4,1,3,4,1,3,1,4,1,2,2,3,0
0,1,42,1,2,95,2,1,1,1,5,4,3,4,4,4,2,4,4,4,0
0,1,26,0,0,1501,3,2,4,3,5,4,5,5,3,2,3,3,3,5,0
0,1,22,0,1,2075,3,4,3,3,5,3,5,5,3,4,4,5,5,5,0
0,1,20,0,0,363,2,5,3,1,2,3,4,2,5,3,5,5,5,2,0
1,1,22,1,2,3139,3,3,3,3,5,5,5,5,4,3,4,3,5,5,1
0,1,42,1,2,1671,5,5,3,5,4,3,4,5,5,5,5,3,5,5,1
1,1,11,0,0,946,2,3,2,4,1,2,1,1,1,4,4,4,5,1,0
0,1,57,1,2,2673,2,2,2,2,3,5,5,4,4,4,4,3,4,3,1
1,1,16,0,0,641,2,4,2,2,5,2,5,5,3,5,4,5,4,5,0
1,1,9,0,2,451,3,4,3,3,2,3,2,2,5,5,4,5,4,2,0
1,1,47,0,1,584,0,4,0,3,5,4,5,2,2,4,3,4,2,3,1
0,1,57,1,2,3191,4,4,4,4,4,3,3,4,4,4,4,2,4,1,0
0,1,28,1,0,337,4,1,1,1,4,4,4,4,1,3,2,3,2,4,0
0,1,8,0,2,395,2,5,2,4,5,2,5,5,5,4,5,4,5,5,0
1,0,27,1,1,376,4,4,4,4,2,4,2,2,2,4,4,2,3,2,0
0,0,23,1,0,874,5,4,4,2,2,4,4,2,5,2,4,3,5,2,1
0,1,26,1,2,2342,1,1,1,1,5,5,5,5,5,2,5,3,4,5,1
1,1,60,1,2,2428,2,4,2,2,3,4,4,4,4,4,4,3,4,3,1
0,1,64,0,0,446,4,5,4,4,1,4,2,1,3,3,5,3,4,1,0
1,1,68,1,2,2185,2,1,1,1,3,3,3,3,3,3,2,2,3,2,0
1,1,62,0,0,342,1,3,1,3,1,3,2,5,5,1,5,3,5,1,0
0,1,29,1,0,191,5,3,5,3,5,5,5,5,1,2,2,2,2,5,1
1,0,30,1,0,692,3,3,3,3,1,3,1,1,2,3,3,4,2,1,0
1,1,47,1,0,1044,2,2,2,2,5,4,3,2,2,2,2,2,2,4,0
0,1,47,1,2,825,5,5,5,5,4,5,5,5,5,5,5,4,5,3,1
1,1,56,1,2,240,3,5,3,3,2,5,4,4,4,4,4,4,4,4,1
0,1,19,0,0,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,0
0,1,32,1,2,1671,2,4,4,4,2,2,2,2,1,1,3,3,3,2,0
1,1,26,1,0,669,3,3,3,3,3,4,4,3,3,5,1,3,4,3,1
0,1,29,1,2,1857,1,1,1,1,4,4,4,4,3,4,4,4,4,4,1
1,0,29,1,0,1033,3,3,3,4,3,3,3,3,4,3,2,2,3,3,0
0,1,52,1,2,272,0,0,0,2,2,4,5,3,3,3,3,3,3,4,1
0,1,47,1,2,404,3,3,3,3,5,5,5,4,4,4,4,4,4,3,1
1,1,33,1,0,436,5,2,2,2,5,5,5,5,4,3,3,3,1,5,1
1,1,49,1,2,2521,1,1,1,1,4,4,4,4,2,3,4,4,5,4,1
1,1,23,0,0,763,2,4,2,3,2,2,2,2,4,2,4,5,4,2,0
1,1,44,1,2,2461,3,3,3,3,3,5,4,4,4,4,4,3,4,5,1
1,1,23,1,2,1662,4,4,4,4,5,5,5,5,4,5,4,4,4,5,1
1,0,26,1,2,236,4,0,4,1,3,4,3,3,5,4,4,5,5,3,0
1,1,31,1,2,1517,4,4,4,4,5,5,5,5,3,2,5,4,5,5,1
1,1,14,0,0,409,3,4,3,3,1,3,1,1,4,1,3,3,4,1,0
0,1,34,1,2,334,3,4,4,4,1,4,3,3,3,3,3,4,3,2,0
1,1,31,0,0,1674,3,5,3,3,1,3,3,1,2,2,2,2,3,1,0
1,1,24,0,0,628,4,4,4,4,2,4,2,2,3,5,4,4,5,2,0
1,0,26,1,2,337,0,5,0,4,5,0,5,5,5,5,5,5,5,5,1
1,1,42,1,2,406,4,4,4,4,3,4,5,5,5,5,5,4,5,4,1
1,1,45,1,2,2840,3,3,3,3,2,4,4,5,5,5,5,5,5,3,1
0,1,22,0,1,628,2,4,2,3,3,2,3,3,5,2,5,5,4,3,0
0,0,21,1,0,351,3,0,3,4,4,3,4,4,3,4,3,2,3,4,0
0,1,59,1,2,447,2,2,2,2,5,1,2,5,5,5,5,3,5,5,1
1,1,66,1,2,3530,2,2,2,2,1,2,1,4,4,4,4,3,4,2,1
1,1,20,1,2,630,3,1,1,1,3,3,3,3,2,4,4,2,4,3,0
0,1,16,0,0,266,1,4,1,2,2,1,2,2,4,3,5,4,4,2,0
1,1,30,1,2,602,2,5,5,5,2,2,2,2,2,5,3,4,4,2,0
0,1,44,0,0,954,4,4,4,3,2,4,2,2,5,5,5,5,4,2,0
1,1,57,0,0,1089,1,4,1,3,3,4,4,3,3,1,3,4,3,3,0
1,1,52,0,1,587,4,5,4,2,2,5,5,4,4,4,4,3,4,3,0
1,0,19,1,0,212,3,4,3,5,1,3,1,1,4,3,3,4,2,1,0
1,0,28,1,2,2442,1,1,1,4,1,4,4,5,4,4,5,4,3,4,0
0,0,30,1,0,984,1,1,1,3,3,1,1,3,3,2,1,2,3,3,0
0,1,34,1,2,2500,5,3,5,5,3,5,5,4,4,5,4,5,4,5,1
1,1,33,1,2,991,3,4,3,3,5,5,5,5,5,5,5,3,5,5,1
0,1,59,0,0,1192,3,4,3,3,5,3,5,5,2,1,4,4,1,5,0
1,0,30,1,0,221,2,5,2,1,4,2,4,4,2,1,2,4,3,4,0
1,1,44,1,2,2614,2,5,4,4,2,2,2,3,2,4,4,2,2,2,0
0,1,22,0,0,489,3,5,3,5,3,3,3,3,4,4,4,2,3,3,0
0,1,47,0,0,1464,3,5,3,3,5,3,5,5,3,3,4,5,5,5,0
1,1,9,1,1,1953,2,3,3,3,2,3,1,2,3,3,4,4,4,2,0
1,1,36,0,0,423,3,4,3,4,3,3,3,3,4,5,4,4,5,3,0
1,1,52,1,0,438,4,3,3,3,2,1,3,4,4,4,4,3,4,1,1
0,1,68,0,1,1460,2,5,3,4,1,3,1,1,3,3,3,4,4,1,0
0,1,57,0,2,187,5,5,5,3,4,4,4,1,1,5,1,4,1,4,1
0,0,25,1,2,651,3,5,2,3,2,2,2,2,5,5,5,3,5,2,0
0,0,27,1,2,2475,5,5,5,3,5,5,5,5,4,5,3,3,4,5,1
0,1,62,1,2,789,4,5,5,5,1,3,3,4,4,4,4,2,4,1,0
1,1,22,1,2,2465,1,1,1,1,4,4,4,4,3,2,5,2,4,4,1
0,1,63,0,2,331,3,4,3,4,2,4,5,2,2,3,2,5,2,5,0
0,0,30,1,0,813,3,2,2,3,3,2,3,3,4,1,4,3,3,3,0
0,1,25,1,2,920,5,5,5,5,5,4,5,5,4,5,5,3,4,5,1
1,1,37,0,0,150,1,4,1,3,4,1,4,4,4,2,4,3,4,4,0
1,1,11,0,0,1029,4,4,4,3,3,4,3,3,4,2,3,4,4,3,1
1,1,22,1,2,1814,2,2,1,2,2,2,2,2,5,4,4,4,4,2,1
0,1,49,1,2,1575,3,3,3,3,2,4,5,5,5,5,5,5,5,3,1
1,1,32,0,0,459,3,4,3,3,3,5,5,3,5,4,4,5,3,5,0
0,1,69,0,0,733,3,4,3,3,1,3,1,1,1,5,5,4,5,1,0
1,0,32,1,0,295,1,1,1,3,3,1,3,3,4,5,3,2,4,3,0
0,1,27,0,0,427,1,2,1,4,2,1,2,2,3,1,2,3,4,2,0
0,1,50,1,2,3735,3,3,3,3,3,4,5,5,5,5,5,5,5,5,1
0,1,26,1,2,2161,5,4,4,4,5,4,5,5,3,2,4,2,3,5,0
1,1,36,1,2,554,1,1,5,1,3,4,5,5,5,5,5,3,5,4,1
0,0,23,1,0,950,2,2,2,3,5,2,5,5,4,2,5,4,4,5,0
1,0,14,1,0,711,0,0,0,1,1,0,1,1,4,3,4,4,5,1,1
1,0,44,1,0,358,3,3,3,3,4,3,4,4,4,2,3,2,3,4,0
0,1,54,1,2,937,5,5,5,5,2,5,5,4,4,4,4,3,4,4,1
0,1,67,0,0,1121,3,4,3,4,4,3,4,4,1,3,3,2,4,4,0
0,1,47,1,2,836,4,4,4,4,3,4,5,5,5,5,5,4,5,5,1
1,1,24,0,0,817,3,1,3,3,2,3,2,2,4,2,3,3,3,2,0
0,0,43,1,2,577,3,3,3,2,3,5,5,5,4,5,5,5,3,5,0
0,1,60,1,2,1620,5,5,5,5,4,3,4,3,3,3,3,3,3,3,1
0,1,28,0,0,2153,3,4,3,4,1,3,1,1,4,3,4,5,4,1,0
0,1,31,0,0,1189,3,4,2,4,5,2,5,5,3,2,5,4,4,5,0
0,1,17,0,0,677,2,5,2,4,5,2,4,5,3,5,5,4,4,5,0
1,1,49,1,2,1805,5,5,5,5,4,2,4,5,5,4,5,3,5,1,1
1,0,11,1,0,986,4,4,4,4,4,4,4,4,1,3,3,4,4,4,0
0,1,48,1,2,2807,2,2,2,2,3,4,3,2,2,2,2,2,2,4,0
0,1,40,1,2,2400,4,3,4,4,2,4,5,5,5,5,5,3,5,3,1
1,1,39,1,0,2329,4,3,3,3,4,4,4,4,3,2,3,4,3,4,0
0,1,49,1,2,2586,5,5,5,5,5,5,5,4,5,5,4,5,3,5,1
0,0,24,1,2,680,5,0,5,3,3,5,3,3,4,4,4,3,5,3,1
0,0,40,1,0,98,2,0,2,3,4,2,4,4,3,3,4,3,5,4,0
0,1,23,1,2,2080,3,1,1,1,1,1,3,1,3,2,3,2,3,1,0
1,1,44,1,2,2249,4,4,4,4,3,4,5,4,4,4,4,5,4,3,1
0,1,36,1,2,1832,5,5,5,5,2,4,4,5,5,5,5,4,5,5,1
1,1,33,0,0,526,1,4,1,4,3,1,3,3,3,3,4,3,5,3,0
1,1,67,0,2,2475,3,4,3,2,3,4,2,3,3,3,3,3,3,2,0
1,1,41,0,0,229,3,5,3,4,5,3,5,5,4,4,5,3,5,5,0
0,1,51,0,0,1744,3,0,3,3,1,3,1,1,3,5,5,4,5,1,0
0,1,7,0,2,376,3,5,3,1,2,3,3,2,4,5,5,5,5,2,0
1,0,18,1,0,1259,3,4,4,4,4,4,4,4,3,4,5,4,5,4,0
0,1,28,0,0,500,2,4,2,1,4,2,5,4,5,3,4,5,4,4,0
0,1,11,0,0,1546,4,5,4,3,4,4,4,4,3,3,4,4,4,4,0
0,1,49,1,2,2419,3,3,3,3,1,4,4,3,3,4,3,5,3,4,1
0,1,24,0,0,453,3,4,3,2,1,3,1,1,4,3,4,4,5,1,0
0,1,48,1,2,715,3,3,3,3,2,5,4,5,5,5,5,5,5,3,1
0,1,44,1,2,2965,4,4,4,4,5,4,5,5,5,5,5,3,5,2,1
0,1,42,1,0,134,2,2,2,2,2,2,2,2,3,4,3,2,1,2,0
1,1,55,0,0,1010,2,3,2,3,5,4,3,3,3,2,3,4,3,3,0
1,1,19,0,0,1027,4,5,4,3,1,4,1,1,2,1,1,2,5,1,0
1,1,72,1,2,3325,2,2,4,2,3,5,4,5,5,5,5,4,5,3,1
0,1,41,0,0,224,2,5,0,5,3,0,3,3,1,1,1,3,4,3,0
0,0,11,1,0,999,2,2,2,1,4,2,4,4,3,5,5,3,4,4,0
0,1,53,1,2,1440,1,1,1,1,2,4,5,4,4,4,4,5,4,4,1
0,0,24,1,0,1149,1,1,1,3,1,1,1,1,1,5,3,4,4,1,0
1,1,17,0,1,305,2,2,2,3,4,2,4,4,3,4,3,3,2,4,0
1,1,53,1,2,588,1,1,5,1,4,5,5,2,2,2,2,4,2,5,1
0,1,25,1,2,2101,2,2,2,2,5,5,5,5,1,1,3,5,1,5,1
1,1,51,1,0,200,3,3,3,3,4,4,5,3,3,3,3,2,3,1,1
0,1,20,0,0,528,2,3,2,1,3,2,3,3,5,5,3,2,5,3,0
0,1,29,0,0,371,3,3,3,4,2,3,2,2,2,4,3,4,4,2,0
1,1,34,0,0,680,2,4,2,4,3,2,3,3,3,3,5,3,4,3,0
1,1,41,1,2,3396,3,3,2,3,4,5,5,5,5,5,5,4,5,4,1
0,0,26,1,2,351,4,4,4,3,2,4,2,2,4,5,4,4,5,2,1
0,1,55,1,0,581,4,4,4,4,4,4,4,4,4,1,3,4,4,4,0
0,1,45,1,0,2556,4,2,2,2,4,4,4,2,3,3,3,4,1,4,0
1,0,45,1,2,479,1,1,1,4,5,1,5,5,5,4,5,3,5,5,0
0,1,25,1,1,787,1,1,1,1,1,2,2,1,4,1,3,4,3,1,0
0,1,38,1,2,1389,1,1,1,1,3,5,5,4,4,4,4,5,4,5,1
1,1,11,0,2,554,2,5,2,5,4,2,4,4,4,3,5,3,4,4,0
1,1,40,1,0,735,3,3,3,3,3,3,3,3,3,5,4,2,3,3,0
0,1,48,1,2,2247,1,1,1,1,2,4,5,4,4,4,4,5,4,3,1
0,1,27,1,2,500,4,5,4,4,5,5,5,5,5,4,5,5,5,5,1
1,1,45,1,2,371,3,3,3,3,4,4,4,5,5,5,5,3,5,3,1
1,0,41,1,2,495,4,4,4,3,4,4,4,4,3,3,2,3,1,4,1
1,1,69,0,0,236,3,4,3,2,4,4,4,2,2,3,5,5,2,4,0
0,1,70,0,0,872,2,2,1,4,3,1,3,3,1,4,2,4,3,3,0
1,0,22,1,0,129,4,5,4,2,4,4,4,4,5,4,2,2,1,4,1
1,1,48,1,2,557,3,3,3,3,5,2,1,5,5,5,5,2,5,2,1
1,1,52,1,2,562,5,5,5,5,3,4,5,4,4,4,4,4,4,3,1
1,1,69,0,0,119,2,5,2,2,2,5,3,2,2,2,2,4,2,2,0
1,1,69,0,0,1565,1,4,1,2,1,5,5,5,2,5,5,5,3,5,0
0,1,59,1,2,2963,4,4,4,4,4,5,5,5,5,5,5,3,5,5,1
0,1,14,0,0,2475,4,4,3,5,3,5,5,3,3,5,5,5,3,5,0
0,0,11,1,0,1265,4,4,4,2,3,4,3,3,1,3,1,3,2,3,0
0,0,21,1,0,472,0,0,0,4,3,0,3,3,5,4,4,5,4,3,1
1,1,57,1,2,3501,4,4,2,4,5,4,4,5,5,5,5,5,5,5,1
0,1,45,0,0,288,1,5,1,1,5,1,1,5,3,2,5,3,4,5,0
0,1,62,0,1,436,2,4,2,5,5,2,5,5,3,2,5,3,4,5,0
0,1,30,1,2,1464,3,5,4,5,3,3,3,3,2,5,4,4,3,3,0
1,1,39,1,2,1967,3,3,3,3,4,5,4,2,1,1,2,4,1,4,1
0,1,42,0,0,248,3,5,3,2,1,3,1,1,4,3,5,4,4,1,0
1,1,50,1,2,3528,1,1,1,1,5,4,5,5,5,5,5,4,5,4,1
0,1,46,1,2,1020,5,5,5,5,2,4,4,4,4,4,4,3,4,4,1
0,1,25,1,2,2994,4,4,4,4,5,5,5,5,3,2,5,3,4,5,1
1,1,47,0,0,762,2,5,2,2,5,5,5,2,2,2,3,3,2,4,0
